entity	entities
Whittle	Whittles
Wiener	Wieners
Wiesel	Wiesels
Wiesenthal	Wiesenthals
Wigner	Wigners
Wilde	Wildes
Wilder	Wilders
Wilkes	Wilkess
Wilkins	Wilkinss
Wilkinson	Wilkinsons
Willard	Willards
Willebrand	Willebrands
Williams	Williamss
Willis	Williss
Wilmut	Wilmuts
Winckelmann	Winckelmanns
Windaus	Windauss
Winslow	Winslows
Wise	Wises
Wister	Wisters
Witherspoon	Witherspoons
Wittgenstein	Wittgensteins
Wodehouse	Wodehouses
Wolf	Wolves
Wolfe	Wolfes
Wolff	Wolffs
Wollaston	Wollastons
Wollstonecraft	Wollstonecrafts
Wood	Woods
Woodbury	Woodburys
Woodhull	Woodhulls
Woodward	Woodwards
Woolf	Woolves
Woollcott	Woollcotts
Woolley	Woolleys
Woolworth	Woolworths
Wordsworth	Wordsworths
Worth	Worths
Wouk	Wouks
Wren	Wrens
Wright	Wrights
Wurlitzer	Wurlitzers
Wyatt	Wyatts
Wyat	Wyats
Wycherley	Wycherleys
Wycliffe	Wycliffes
Wickliffe	Wickliffes
Wyclif	Wyclifs
Wiclif	Wiclifs
Wyeth	Wyeths
Wykeham	Wykehams
Wyler	Wylers
Wylie	Wylies
Wynette	Wynettes
Wyszynski	Wyszynskis
Xavier	Xaviers
Xenophanes	Xenophaness
Xenophon	Xenophons
Yamamoto	Yamamotoes
Yamani	Yamanis
Yastrzemski	Yastrzemskis
Yeats	Yeatss
Yerkes	Yerkess
Yersin	Yersins
Yevtushenko	Yevtushenkoes
Young	Youngs
Yukawa	Yukawas
Zaharias	Zahariass
Didrikson	Didriksons
Zangwill	Zangwills
Zanuck	Zanucks
Zapata	Zapatas
Zeeman	Zeemen
Zeno	Zenoes
Zeppelin	Zeppelins
Zhukov	Zhukovs
Ziegfeld	Ziegfelds
Ziegler	Zieglers
Zimbalist	Zimbalists
Zinnemann	Zinnemanns
Zinsser	Zinssers
Zinzendorf	Zinzendorfs
Zola	Zolas
Zoroaster	Zoroasters
Zarathustra	Zarathustras
Zsigmondy	Zsigmondys
Zukerman	Zukermen
Zweig	Zweigs
Zwingli	Zwinglis
Zworykin	Zworykins
metempsychosis	metempsychoses
allotropy	allotropies
allotropism	allotropisms
photoconductivity	photoconductivities
photoconduction	photoconductions
superconductivity	superconductivities
photoemission	photoemissions
crystallisation	crystallisations
crystallizing	crystallizings
efflorescence	efflorescences
bloom	blooms
upshot	upshots
aftereffect	aftereffects
brisance	brisances
offshoot	offshoots
fallout	fallouts
endogeny	endogenies
luck	lucks
fortune	fortunes
aberration	aberrations
abiogenesis	abiogeneses
autogenesis	autogeneses
autogeny	autogenies
slipstream	slipstreams
airstream	airstreams
AC	ACs
heterogenesis	heterogeneses
xenogenesis	xenogeneses
metagenesis	metageneses
digenesis	digeneses
amperage	amperages
antitrades	antitradess
aurora	aurorae
autofluorescence	autofluorescences
bioelectricity	bioelectricities
bise	bises
bize	bizes
zephyr	zephyrs
pedesis	pedeses
candlelight	candlelights
elastance	elastances
capillarity	capillarities
pyroelectricity	pyroelectricities
cohesion	cohesions
cross-link	cross-links
cross-linkage	cross-linkages
harmattan	harmattans
frost	frosts
corposant	corposants
CBR	CBRs
CMBR	CMBRs
CMB	CMBs
counterglow	counterglows
gegenschein	gegenscheins
crosswind	crosswinds
fohn	fohns
foehn	foehns
khamsin	khamsins
headwind	headwinds
tailwind	tailwinds
cyclone	cyclones
cyclosis	cycloses
streaming	streamings
daylight	daylights
decalescence	decalescences
decay	decays
dehiscence	dehiscences
sedimentation	sedimentations
alluviation	alluviations
desquamation	desquamations
peeling	peelings
shedding	sheddings
lode	lodes
condensate	condensates
diapedesis	diapedeses
dichroism	dichroisms
diffraction	diffractions
interrupt	interrupts
doldrums	doldrumss
sandstorm	sandstorms
sirocco	siroccoes
easter	easters
easterly	easterlies
northwester	northwesters
southwester	southwesters
southeaster	southeasters
sou'easter	sou'easters
wattage	wattages
epiphenomenon	epiphenomenons
flashover	flashovers
inundation	inundations
deluge	deluges
flashflood	flashfloods
floodhead	floodheads
firelight	firelights
fluorescence	fluorescences
fogbank	fogbanks
abrasion	abrasions
gale	gales
northeaster	northeasters
noreaster	noreasters
gaslight	gaslights
glowing	glowings
serendipity	serendipities
gust	gusts
sandblast	sandblasts
hailstorm	hailstorms
half-light	half-lights
histocompatibility	histocompatibilities
hurricane	hurricanes
hydroelectricity	hydroelectricities
hysteresis	hystereses
pogonip	pogonips
incidence	incidences
self-induction	self-inductions
interreflection	interreflections
K.E.	K.E.s
lamplight	lamplights
levanter	levanters
aerobiosis	aerobioses
elves	elvess
sprites	spritess
bioluminescence	bioluminescences
chemiluminescence	chemiluminescences
magnetosphere	magnetospheres
NMR	NMRs
antiferromagnetism	antiferromagnetisms
diamagnetism	diamagnetisms
ferrimagnetism	ferrimagnetisms
ferromagnetism	ferromagnetisms
paramagnetism	paramagnetisms
trajectory	trajectories
gravity-assist	gravity-assists
thawing	thawings
warming	warmings
mist	mists
mistral	mistrals
bolide	bolides
monsoon	monsoons
moonbeam	moonbeams
moon-ray	moon-rays
moonlight	moonlights
starlight	starlights
sunlight	sunlights
sunbeam	sunbeams
sunray	sunrays
necrobiosis	necrobioses
apoptosis	apoptoses
necrosis	necroses
gangrene	gangrenes
sphacelus	sphaceluss
myonecrosis	myonecroses
parhelion	parhelions
sundog	sundogs
northerly	northerlies
norther	northers
boreas	boreass
Kuroshio	Kuroshios
radiopacity	radiopacities
radio-opacity	radio-opacities
pea-souper	pea-soupers
phosphorescence	phosphorescences
photoelectricity	photoelectricities
piezoelectricity	piezoelectricities
pleochroism	pleochroisms
pleomorphism	pleomorphisms
polarization	polarizations
polarisation	polarisations
depolarization	depolarizations
depolarisation	depolarisations
polymorphism	polymorphisms
dimorphism	dimorphisms
SNP	SNPs
potential	potentials
voltage	voltages
P.E.	P.E.s
overpressure	overpressures
IOP	IOPs
rainfall	rainfalls
raindrop	raindrops
rainstorm	rainstorms
thundershower	thundershowers
downpour	downpours
cloudburst	cloudbursts
drizzle	drizzles
mizzle	mizzles
birefringence	birefringences
conductance	conductances
impedance	impedances
resistivity	resistivities
ohmage	ohmages
reactance	reactances
greening	greenings
simoom	simooms
simoon	simoons
samiel	samiels
sleet	sleets
fume	fumes
smother	smothers
snowfall	snowfalls
whiteout	whiteouts
virga	virgas
poudrin	poudrins
snowstorm	snowstorms
sunspot	sunspots
facula	faculas
souther	southers
southerly	southerlies
arc	arcs
conduction	conductions
conductivity	conductivities
redshift	redshifts
spillover	spillovers
squall	squalls
thermoelectricity	thermoelectricities
overstrain	overstrains
torchlight	torchlights
twilight	twilights
supertwister	supertwisters
syzygy	syzygies
tempest	tempests
thermal	thermals
thunderstorm	thunderstorms
torsion	torsions
torque	torques
tossup	tossups
toss-up	toss-ups
antitrade	antitrades
tramontane	tramontanes
tramontana	tramontanas
trichroism	trichroisms
turbulence	turbulences
turbulency	turbulencies
typhoon	typhoons
ultraviolet	ultraviolets
UV	UVs
sun-ray	sun-rays
updraft	updrafts
downdraft	downdrafts
emf	emfs
volcanism	volcanisms
waterpower	waterpowers
weather	weathers
conditions	conditionss
elements	elementss
wester	westers
westerly	westerlies
whirlwind	whirlwinds
windstorm	windstorms
parallax	parallaxes
Plantae	Plantaes
microflora	microfloras
endemic	endemics
holophyte	holophytes
plantlet	plantlets
semi-climber	semi-climbers
Thallophyta	Thallophytas
thallophyte	thallophytes
thallus	thalluss
pileus	pileuss
calyptra	calyptras
volva	volvas
ascocarp	ascocarps
acervulus	acervuluss
basidiocarp	basidiocarps
peridium	peridiums
ascoma	ascomas
apothecium	apotheciums
cleistothecium	cleistotheciums
cleistocarp	cleistocarps
domatium	domatiums
podetium	podetiums
Tracheophyta	Tracheophytas
ornamental	ornamentals
acrogen	acrogens
apomict	apomicts
aquatic	aquatics
Bryophyta	Bryophytas
bryophyte	bryophytes
moss	mosses
Anthoceropsida	Anthoceropsidas
Anthocerotales	Anthocerotaless
Anthocerotaceae	Anthocerotaceaes
Anthoceros	Anthoceross
hornwort	hornworts
Bryopsida	Bryopsidas
Musci	Muscis
acrocarp	acrocarps
pleurocarp	pleurocarps
Andreaeales	Andreaealess
Andreaea	Andreaeas
Bryales	Bryaless
Dicranales	Dicranaless
Dicranaceae	Dicranaceaes
Dicranum	Dicranums
Eubryales	Eubryaless
Bryaceae	Bryaceaes
Bryum	Bryums
Mniaceae	Mniaceaes
Mnium	Mniums
Sphagnales	Sphagnaless
sphagnum	sphagnums
Hepaticopsida	Hepaticopsidas
Hepaticae	Hepaticaes
liverwort	liverworts
hepatic	hepatics
Jungermanniales	Jungermannialess
Jungermanniaceae	Jungermanniaceaes
Marchantiales	Marchantialess
Marchantiaceae	Marchantiaceaes
Marchantia	Marchantias
hepatica	hepaticas
Sphaerocarpales	Sphaerocarpaless
Sphaerocarpaceae	Sphaerocarpaceaes
Sphaerocarpus	Sphaerocarpuss
Sphaerocarpos	Sphaerocarposs
Pteridophyta	Pteridophytas
pecopteris	pecopteriss
pteridophyte	pteridophytes
fern	ferns
agamete	agametes
spore	spores
basidiospore	basidiospores
endospore	endospores
carpospore	carpospores
chlamydospore	chlamydospores
conidium	conidiums
conidiospore	conidiospores
conidiophore	conidiophores
oospore	oospores
oosphere	oospheres
teliospore	teliospores
tetraspore	tetraspores
zoospore	zoospores
fructification	fructifications
gleba	glebas
hymenium	hymeniums
pycnidium	pycnidiums
sporocarp	sporocarps
stipule	stipules
tepal	tepals
Spermatophyta	Spermatophytas
Phanerogamae	Phanerogamaes
Cryptogamia	Cryptogamias
cryptogam	cryptogams
spermatophyte	spermatophytes
phanerogam	phanerogams
seedling	seedlings
biennial	biennials
perennial	perennials
hygrophyte	hygrophytes
Gymnospermae	Gymnospermaes
Gymnospermophyta	Gymnospermophytas
gymnosperm	gymnosperms
progymnosperm	progymnosperms
Gnetopsida	Gnetopsidas
Gnetophytina	Gnetophytinas
Gnetophyta	Gnetophytas
Gnetales	Gnetaless
Gnetaceae	Gnetaceaes
gnetum	gnetums
Ephedraceae	Ephedraceaes
Catha	Cathas
ephedra	ephedras
mahuang	mahuangs
Welwitschiaceae	Welwitschiaceaes
welwitschia	welwitschias
Cycadopsida	Cycadopsidas
Cycadophytina	Cycadophytinas
Cycadophyta	Cycadophytas
Cycadales	Cycadaless
cycad	cycads
Cycadaceae	Cycadaceaes
Cycas	Cycass
Zamiaceae	Zamiaceaes
zamia	zamias
coontie	coonties
ceratozamia	ceratozamias
dioon	dioons
encephalartos	encephalartoss
macrozamia	macrozamias
burrawong	burrawongs
Bennettitales	Bennettitaless
Bennettitaceae	Bennettitaceaes
Bennettitis	Bennettitis
Pteridospermopsida	Pteridospermopsidas
Cycadofilicales	Cycadofilicaless
Lyginopteridales	Lyginopteridaless
Pteridospermae	Pteridospermaes
Pteridospermaphyta	Pteridospermaphytas
Lyginopteris	Lyginopteriss
pteridosperm	pteridosperms
Coniferopsida	Coniferopsidas
Coniferophytina	Coniferophytinas
Coniferophyta	Coniferophytas
Cordaitales	Cordaitaless
Cordaitaceae	Cordaitaceaes
Cordaites	Cordaitess
Pinopsida	Pinopsidas
Pinophytina	Pinophytinas
Coniferales	Coniferaless
Pinaceae	Pinaceaes
Pinus	Pinuss
pine	pines
pinon	pinons
pinyon	pinyons
single-leaf	single-leaves
ponderosa	ponderosas
lodgepole	lodgepoles
Larix	Larixes
larch	larches
tamarack	tamaracks
Pseudolarix	Pseudolarixes
Abies	Abiess
fir	firs
Cedrus	Cedruss
cedar	cedars
cedarwood	cedarwoods
deodar	deodars
Picea	Piceas
spruce	spruces
Tsuga	Tsugas
hemlock	hemlocks
Pseudotsuga	Pseudotsugas
Cathaya	Cathayas
Cupressaceae	Cupressaceaes
Cupressus	Cupressuss
cypress	cypresses
Athrotaxis	Athrotaxes
Austrocedrus	Austrocedruss
Callitris	Callitriss
Calocedrus	Calocedruss
Chamaecyparis	Chamaecypariss
Cryptomeria	Cryptomerias
sugi	sugis
Juniperus	Juniperuss
juniper	junipers
savin	savins
Libocedrus	Libocedruss
kawaka	kawakas
pahautea	pahauteas
Taxodiaceae	Taxodiaceaes
metasequoia	metasequoias
sequoia	sequoias
redwood	redwoods
Sequoiadendron	Sequoiadendrons
Taxodium	Taxodiums
Ahuehuete	Ahuehuetes
Tetraclinis	Tetracliniss
sandarac	sandaracs
sandarach	sandaraches
citronwood	citronwoods
Thuja	Thujas
arborvitae	arborvitaes
Thujopsis	Thujopses
keteleeria	keteleerias
Araucariaceae	Araucariaceaes
araucaria	araucarias
Agathis	Agathiss
kauri	kauris
kaury	kauries
Cephalotaxaceae	Cephalotaxaceaes
Cephalotaxus	Cephalotaxuss
plum-yew	plum-yews
Torreya	Torreyas
nutmeg-yew	nutmeg-yews
Phyllocladaceae	Phyllocladaceaes
Phyllocladus	Phyllocladuss
tanekaha	tanekahas
yellowwood	yellowwoods
Podocarpaceae	Podocarpaceaes
Podocarpus	Podocarpuss
podocarp	podocarps
yacca	yaccas
totara	totaras
Afrocarpus	Afrocarpuss
Dacrycarpus	Dacrycarpuss
kahikatea	kahikateas
Dacrydium	Dacrydiums
rimu	rimus
tarwood	tarwoods
tar-wood	tar-woods
Falcatifolium	Falcatifoliums
Halocarpus	Halocarpuss
Lagarostrobus	Lagarostrobuss
Lepidothamnus	Lepidothamnuss
Microstrobos	Microstroboss
Nageia	Nageias
nagi	nagis
Parasitaxus	Parasitaxuss
Prumnopitys	Prumnopityss
miro	miroes
matai	matais
Retrophyllum	Retrophyllums
Saxe-gothea	Saxe-gotheas
Saxegothea	Saxegotheas
Sundacarpus	Sundacarpuss
Sciadopityaceae	Sciadopityaceaes
Sciadopitys	Sciadopityss
Taxopsida	Taxopsidas
Taxophytina	Taxophytinas
Taxales	Taxaless
Taxaceae	Taxaceaes
Taxus	Taxuss
yew	yews
Austrotaxus	Austrotaxuss
Pseudotaxus	Pseudotaxuss
Ginkgopsida	Ginkgopsidas
Ginkgophytina	Ginkgophytinas
Ginkgoales	Ginkgoaless
Ginkgoaceae	Ginkgoaceaes
ginkgo	ginkgoes
gingko	gingkoes
Pteropsida	Pteropsidas
Angiospermae	Angiospermaes
Magnoliophyta	Magnoliophytas
Anthophyta	Anthophytas
angiosperm	angiosperms
angiocarp	angiocarps
Dicotyledones	Dicotyledoness
Dicotyledonae	Dicotyledonaes
Magnoliopsida	Magnoliopsidas
dicot	dicots
dicotyledon	dicotyledons
magnoliopsid	magnoliopsids
exogen	exogens
Magnoliidae	Magnoliidaes
Monocotyledones	Monocotyledoness
Monocotyledonae	Monocotyledonaes
Liliopsida	Liliopsidas
monocot	monocots
monocotyledon	monocotyledons
liliopsid	liliopsids
endogen	endogens
Alismatidae	Alismatidaes
Arecidae	Arecidaes
Commelinidae	Commelinidaes
flower	flowers
blossom	blossoms
floret	florets
floweret	flowerets
wildflower	wildflowers
inflorescence	inflorescences
catkin	catkins
ament	aments
bud	buds
stamen	stamina
anther	anthers
gynostegium	gynostegiums
pollen	pollens
pollinium	polliniums
pistil	pistils
gynobase	gynobases
gynophore	gynophores
pistillode	pistillodes
stylopodium	stylopodiums
carpel	carpels
carpophore	carpophores
cornstalk	cornstalks
funicle	funicles
petiolule	petiolules
mericarp	mericarps
nucellus	nucelluss
micropyle	micropyles
stomate	stomates
placentation	placentations
testa	testas
episperm	episperms
endosperm	endosperms
gemma	gemmas
strobilus	strobiluss
strobile	strobiles
galbulus	galbuluss
pinecone	pinecones
nutshell	nutshells
nectary	nectaries
pericarp	pericarps
epicarp	epicarps
exocarp	exocarps
mesocarp	mesocarps
endocarp	endocarps
boll	bolls
silique	siliques
siliqua	siliquas
silicle	silicles
haustorium	haustoriums
cataphyll	cataphylls
cotyledon	cotyledons
perisperm	perisperms
monocarp	monocarps
sporophyte	sporophytes
gametophyte	gametophytes
megagametophyte	megagametophytes
megasporangium	megasporangiums
macrosporangium	macrosporangiums
megasporophyll	megasporophylls
microgametophyte	microgametophytes
microspore	microspores
microsporangium	microsporangiums
microsporophyll	microsporophylls
megaspore	megaspores
macrospore	macrospores
archespore	archespores
archesporium	archesporiums
archegonium	archegoniums
oilseed	oilseeds
cottonseed	cottonseeds
candlenut	candlenuts
hypanthium	hypanthiums
petal	petals
sepal	sepals
corolla	corollas
calyx	calyxes
epicalyx	epicalyxes
perianth	perianths
perigone	perigones
perigonium	perigoniums
pappus	pappuss
thistledown	thistledowns
Ranales	Ranaless
Ranunculales	Ranunculaless
Annonaceae	Annonaceaes
Annona	Annonas
Asimina	Asiminas
Cananga	Canangas
Canangium	Canangiums
ilang-ilang	ilangs-ilangs
ylang-ylang	ylangs-ylangs
Oxandra	Oxandras
lancewood	lancewoods
Xylopia	Xylopias
Berberidaceae	Berberidaceaes
Berberis	Berberiss
barberry	barberries
Caulophyllum	Caulophyllums
papooseroot	papooseroots
squawroot	squawroots
Epimedium	Epimediums
barrenwort	barrenworts
Mahonia	Mahonias
hollygrape	hollygrapes
Podophyllum	Podophyllums
mayapple	mayapples
Calycanthaceae	Calycanthaceaes
Calycanthus	Calycanthuss
spicebush	spicebushes
Chimonanthus	Chimonanthuss
Ceratophyllaceae	Ceratophyllaceaes
Ceratophyllum	Ceratophyllums
Cercidiphyllaceae	Cercidiphyllaceaes
Cercidiphyllum	Cercidiphyllums
Lardizabalaceae	Lardizabalaceaes
Lardizabala	Lardizabalas
Lauraceae	Lauraceaes
Laurus	Lauruss
Cinnamomum	Cinnamomums
cassia	cassias
Lindera	Linderas
Benzoin	Benzoins
Persea	Perseas
laurel-tree	laurel-trees
Umbellularia	Umbellularias
pepperwood	pepperwoods
Magnoliaceae	Magnoliaceaes
Illicium	Illiciums
magnolia	magnolias
elkwood	elkwoods
elk-wood	elk-woods
manglietia	manglietias
Liriodendron	Liriodendrons
tulipwood	tulipwoods
whitewood	whitewoods
Menispermaceae	Menispermaceaes
Menispermum	Menispermums
moonseed	moonseeds
Cocculus	Cocculuss
Myristicaceae	Myristicaceaes
Myristica	Myristicas
Nymphaeaceae	Nymphaeaceaes
Nymphaea	Nymphaeas
lotus	lotuss
Nuphar	Nuphars
spatterdock	spatterdocks
Nelumbonaceae	Nelumbonaceaes
Nelumbo	Nelumboes
yanquapin	yanquapins
Cabombaceae	Cabombaceaes
Cabomba	Cabombas
water-shield	water-shields
fanwort	fanworts
Brasenia	Brasenias
water-target	water-targets
Paeoniaceae	Paeoniaceaes
Paeonia	Paeonias
peony	peonies
paeony	paeonies
Ranunculaceae	Ranunculaceaes
Ranunculus	Ranunculuss
buttercup	buttercups
butterflower	butterflowers
butter-flower	butter-flowers
crowfoot	crowfeet
goldcup	goldcups
kingcup	kingcups
pilewort	pileworts
Aconitum	Aconitums
aconite	aconites
monkshood	monkshoods
helmetflower	helmetflowers
wolfsbane	wolfsbanes
wolfbane	wolfbanes
Actaea	Actaeas
baneberry	baneberries
cohosh	cohoshes
redberry	redberries
red-berry	red-berries
snakeberry	snakeberries
pheasant's-eye	pheasant's-eyes
windflower	windflowers
thimbleweed	thimbleweeds
snowdrop	snowdrops
Anemonella	Anemonellas
columbine	columbines
aquilegia	aquilegias
aquilege	aquileges
honeysuckle	honeysuckles
Caltha	Calthas
cowslip	cowslips
Cimicifuga	Cimicifugas
bugbane	bugbanes
rattle-top	rattle-tops
clematis	clematiss
curly-heads	curly-headss
vase-fine	vase-fines
Coptis	Coptiss
goldthread	goldthreads
Consolida	Consolidas
delphinium	delphiniums
larkspur	larkspurs
Eranthis	Eranthiss
Helleborus	Helleboruss
hellebore	hellebores
setterwort	setterworts
liverleaf	liverleaves
Hydrastis	Hydrastiss
goldenseal	goldenseals
Isopyrum	Isopyrums
Laccopetalum	Laccopetalums
nigella	nigellas
love-in-a-mist	love-in-a-mist
Pulsatilla	Pulsatillas
pasqueflower	pasqueflowers
Thalictrum	Thalictrums
Trautvetteria	Trautvetterias
Trollius	Trolliuss
globeflower	globeflowers
Winteraceae	Winteraceaes
Drimys	Drimyss
Pseudowintera	Pseudowinteras
Wintera	Winteras
Myricales	Myricaless
Myricaceae	Myricaceaes
Myrica	Myricas
puckerbush	puckerbushes
bayberry	bayberries
candleberry	candleberries
waxberry	waxberries
Comptonia	Comptonias
Leitneriaceae	Leitneriaceaes
Leitneria	Leitnerias
corkwood	corkwoods
Juncaceae	Juncaceaes
Juncus	Juncuss
bulrush	bulrushes
bullrush	bullrushes
zebrawood	zebrawoods
Connaraceae	Connaraceaes
Connarus	Connaruss
Leguminosae	Leguminosaes
Fabaceae	Fabaceaes
Arachis	Arachiss
Brya	Bryas
granadillo	granadilloes
cocuswood	cocuswoods
cocoswood	cocoswoods
Centrolobium	Centrolobiums
arariba	araribas
Coumarouna	Coumarounas
Dipteryx	Dipteryxes
Hymenaea	Hymenaeas
courbaril	courbarils
melilotus	melilotuss
melilot	melilots
Swainsona	Swainsonas
Trifolium	Trifoliums
clover	clovers
shamrock	shamrocks
Mimosaceae	Mimosaceaes
Mimosoideae	Mimosoideaes
touch-me-not	touch-me-nots
live-and-die	live-and-dies
acacia	acacias
shittah	shittahs
shittimwood	shittimwoods
gidgee	gidgees
catechu	catechus
huisache	huisaches
cassie	cassies
lightwood	lightwoods
Adenanthera	Adenantheras
coralwood	coralwoods
coral-wood	coral-woods
albizzia	albizzias
albizia	albizias
siris	siriss
saman	samen
monkeypod	monkeypods
zaman	zamen
zamang	zamangs
Anadenanthera	Anadenantheras
calliandra	calliandras
Enterolobium	Enterolobiums
conacaste	conacastes
inga	ingas
guama	guamas
Leucaena	Leucaenas
Lysiloma	Lysilomas
sabicu	sabicus
Parkia	Parkias
Piptadenia	Piptadenias
Pithecellobium	Pithecellobiums
Pithecolobium	Pithecolobiums
camachile	camachiles
huamachil	huamachils
cat's-claw	cat's-claws
catclaw	catclaws
Prosopis	Prosopiss
mesquite	mesquites
mesquit	mesquits
algarroba	algarrobas
algarrobilla	algarrobillas
algarobilla	algarobillas
screwbean	screwbeans
tornillo	tornilloes
Apocynaceae	Apocynaceaes
Apocynum	Apocynums
dogbane	dogbanes
Acocanthera	Acocantheras
Acokanthera	Acokantheras
Adenium	Adeniums
allamanda	allamandas
Alstonia	Alstonias
dita	ditas
Amsonia	Amsonias
Beaumontia	Beaumontias
carissa	carissas
amatungulu	amatungulus
Catharanthus	Catharanthuss
Holarrhena	Holarrhenas
conessi	conessis
kurchi	kurchis
kurchee	kurchees
Mandevilla	Mandevillas
Dipladenia	Dipladenias
Nerium	Neriums
oleander	oleanders
Plumeria	Plumerias
Plumiera	Plumieras
frangipani	frangipanis
frangipanni	frangipannis
rauwolfia	rauwolfias
rauvolfia	rauvolfias
snakewood	snakewoods
strophanthus	strophanthuss
Tabernaemontana	Tabernaemontanas
Thevetia	Thevetias
Trachelospermum	Trachelospermums
Vinca	Vincas
myrtle	myrtles
Arales	Araless
Araceae	Araceaes
arum	arums
aroid	aroids
cuckoopint	cuckoopints
lords-and-ladies	lords-and-ladiess
jack-in-the-pulpit	jacks-in-the-pulpit
Acorus	Acoruss
Acoraceae	Acoraceaes
flagroot	flagroots
Aglaonema	Aglaonemas
alocasia	alocasias
amorphophallus	amorphophalluss
pungapung	pungapungs
krubi	krubis
anthurium	anthuriums
tailflower	tailflowers
tail-flower	tail-flowers
Arisaema	Arisaemas
wake-robin	wake-robins
Arisarum	Arisarums
friar's-cowl	friar's-cowls
caladium	caladiums
Calla	Callas
Colocasia	Colocasias
dalo	daloes
eddo	eddoes
cryptocoryne	cryptocorynes
Dieffenbachia	Dieffenbachias
dracontium	dracontiums
Epipremnum	Epipremnums
pothos	pothoss
Lysichiton	Lysichitons
Lysichitum	Lysichitums
nephthytis	nephthytiss
Orontium	Orontiums
Peltandra	Peltandras
tuckahoe	tuckahoes
philodendron	philodendrons
pistia	pistias
Scindapsus	Scindapsuss
spathiphyllum	spathiphyllums
Symplocarpus	Symplocarpuss
Syngonium	Syngoniums
Xanthosoma	Xanthosomas
yautia	yautias
tannia	tannias
spoonflower	spoonflowers
malanga	malangas
Zantedeschia	Zantedeschias
calla	callas
Lemnaceae	Lemnaceaes
duckweed	duckweeds
Lemna	Lemnas
star-duckweed	star-duckweeds
Spirodela	Spirodelas
Wolffia	Wolffias
watermeal	watermeals
Wolffiella	Wolffiellas
bogmat	bogmats
Araliaceae	Araliaceaes
aralia	aralias
Hercules'-club	Hercules'-clubs
life-of-man	lives-of-man
Hedera	Hederas
ivy	ivies
Meryta	Merytas
puka	pukas
Panax	Panaxes
ginseng	ginsengs
nin-sin	nin-sins
sang	sangs
Schefflera	Scheffleras
Aristolochiales	Aristolochialess
Aristolochiaceae	Aristolochiaceaes
Aristolochia	Aristolochias
birthwort	birthworts
Dutchman's-pipe	Dutchman's-pipes
Asarum	Asarums
heartleaf	heartleaves
heart-leaf	heart-leaves
asarabacca	asarabaccas
Rafflesiaceae	Rafflesiaceaes
Hydnoraceae	Hydnoraceaes
Caryophyllidae	Caryophyllidaes
Caryophyllales	Caryophyllaless
Chenopodiales	Chenopodialess
order-Chenopodiales	order-Chenopodialess
Centrospermae	Centrospermaes
Caryophyllaceae	Caryophyllaceaes
Agrostemma	Agrostemmas
crown-of-the-field	crowns-of-the-field
sandwort	sandworts
longroot	longroots
Cerastium	Cerastiums
chickweed	chickweeds
snow-in-summer	snows-in-summer
Dianthus	Dianthuss
gillyflower	gillyflowers
drypis	drypiss
Gypsophila	Gypsophilas
babies'-breath	babies'-breaths
Hernaria	Hernarias
rupturewort	ruptureworts
Illecebrum	Illecebrums
lychnis	lychniss
catchfly	catchflies
Minuartia	Minuartias
Moehringia	Moehringias
Paronychia	Paronychias
whitlowwort	whitlowworts
Petrocoptis	Petrocoptiss
Sagina	Saginas
pearlwort	pearlworts
pearlweed	pearlweeds
pearl-weed	pearl-weeds
Saponaria	Saponarias
soapwort	soapworts
Scleranthus	Scleranthuss
knawel	knawels
knawe	knawes
silene	silenes
campion	campions
Spergula	Spergulas
Spergularia	Spergularias
Stellaria	Stellarias
stitchwort	stitchworts
starwort	starworts
Vaccaria	Vaccarias
cowherb	cowherbs
Aizoaceae	Aizoaceaes
Tetragoniaceae	Tetragoniaceaes
Carpobrotus	Carpobrotuss
Dorotheanthus	Dorotheanthuss
lithops	lithopss
stoneface	stonefaces
stone-face	stone-faces
Mesembryanthemum	Mesembryanthemums
Molluga	Mollugas
carpetweed	carpetweeds
Pleiospilos	Pleiospiloss
Tetragonia	Tetragonias
Amaranthaceae	Amaranthaceaes
Amaranthus	Amaranthuss
amaranth	amaranths
tumbleweed	tumbleweeds
love-lies-bleeding	love-lies-bleedings
prince's-feather	prince's-feathers
gentleman's-cane	gentleman's-canes
prince's-plume	prince's-plumes
Alternanthera	Alternantheras
Celosia	Celosias
